id,crop,topic,keywords,content,source_title,source_url,source_page,verified
naerls_0104,pepper,official_extension_bulletin,pepper insect pests control figure aphids peppers attacked many kinds insects most important which cutworms flea beetles hornworms weevil maggot leaf miners some these attacking plants principally feltiasubtenanea widely distributed others serious limited fabricus pendromasaucia hubner stout soft bodied areas only descriptions few examples follows,"8.0 INSECT PESTS AND THEIR CONTROL Figure 9. Aphids.
Peppers are attacked by many kinds of insects, the most important
of which are aphids, cutworms, flea beetles, hornworms, the 8.2 Cutworms
pepper weevil, pepper maggot, and leaf miners. Some of these Cutworms attacking pepper plants, principally Feltiasubtenanea
insects are widely distributed; others are serious pests in limited (Fabricus) and Pendromasaucia (Hubner), are stout, soft bodied
areas only. Descriptions of few pests as examples are as follows. smooth larvae, colored dark gray, brown or black sometimes
 spotted or striped (fig.10). Up to 3.8cm long, they curl up when
8.1 Aphids disturbed. They cut off the young plants near the soil surface.
 Aphids (or plant lice), notably the potato aphids, Some cutworms climb plants and cut off the leaves and buds.
Macrosiphumeuphobiae (Thomas), and the green peach aphids, They are found wherever peppers are grown.
Myzuspersicae (Sulzer) are small soft-bodied insects found mostly Cutworms can be controlled by applying toxaphene as a
on the underside of pepper plant leaves or on the stems and dust or spray to the plants and to the soil around their bases at the
terminal clusters (fig.9). They are the most common and widely rate of 2.268kg per hectare. A bait containing 3 percent of
distributed of the insect pests of peppers. It is important to dust or toxaphene in bran is effective when moistened with enough water
spray the plants as soon as the first infestation is evident and as to make a crumbly mash. Apply the bait to the soil around the
often as necessary thereafter. Controlling a light infestation is young plants preferably in the evening, at the rate of 45.35kg/ha.
usually not difficult, but if control measure is neglected until the
peppers are heavily infested, the damage may be serious and the
success of the application doubtful. Aphids on peppers can be
controlled with dusts or sprays containing endosulfan or with
demton sprays. 0.5 to 1.0kg/ha of 25 percent endosulfan WP or 0.5
to 1.0litre/ha of 25 percent endosulfan EC, or 0.5litre square/ha of
25 percent demeton EC.",NAERLS Irrigated Pepper Production,https://naerls.gov.ng/wp-content/uploads/2022/11/Irrigated-Pepper-Production.pdf,9,official_naerls_bulletin
naerls_0105,pepper,official_extension_bulletin,pepper european corn borer pyraustanubilalis hubner become serious pest peppers grown small pale pink brown caterpillar dark head fig full larvae long feeds within stalks pods control spray each week cymbush rate hornworms tomato protoparcequinguemaculate hawarth tobacco hornworm sexta johanson large green worms diagonal lines,"8.3 European Corn Borer
 The European corn borer, Pyraustanubilalis (Hubner), has
become a serious pest of peppers grown. It is a small pale pink or
brown caterpillar with a dark brown head (fig.11). The full-grown
larvae are about 2.5cm long. It feeds within the stalks and pods.
For control, spray each week with Cymbush E.C. or E.D. at the
rate of 2L/ha. 8.5 Hornworms
 The tomato hornworms Protoparcequinguemaculate
 (Hawarth), and the tobacco hornworm, P.sexta (Johanson), are
 large green worms with diagonal lines along the sides and a
 prominent horn on the rear end (fig. 13). They devour the leaves of
 pepper plants and when numerous may entirely strip them.
 Ordinarily in small fields they can be controlled by handpicking.
 For large fields, hornworms can be controlled by dusting or
 Figure 11. Corn borer adult and larva. spraying with insecticides such as Cypermethrin and Dimethoate
 (Perfecthion) at the rate of 500mls/ha.
8.4 Flea Beetles.
Flea beetles, Exitrixspp, are small, black, brown, or striped
Jumping beetles (fig.12). They damage peppers wherever this
plant is grown. They feed extensively on the small plants and at
the same times numerous enough to cause serious damage to large
plants. Flea beetles can be controlled by applying a dust or
sprayed at the rate of 1.2L/ha.",NAERLS Irrigated Pepper Production,https://naerls.gov.ng/wp-content/uploads/2022/11/Irrigated-Pepper-Production.pdf,10,official_naerls_bulletin
naerls_0106,pepper,official_extension_bulletin,pepper pest control important factors production profitable crops dust sprays disease most commonly cause losses peppers damping insects infesting controlled best off blue mold bacterial spot frog eye leaf southern blight insecticide dusts these applied effectively phytophthora fusarium wilt anthracnose mosaic during calm periods day,"8.6 PEST CONTROL important factors in the production of profitable pepper crops. The
6.6.1 Using Dust and Sprays disease that most commonly cause losses of peppers are damping
Insects infesting pepper can be controlled best by the use of off, blue mold, bacterial spot, frog eye leaf spot, southern blight,
insecticide dusts or sprays. These can be applied most effectively phytophthora blight, fusarium wilt, anthracnose, mosaic disease,
during calm periods of the day, usually early in the morning or late blossom-end rot, and sunscald.
in the afternoon. Care should be taken to have the duster or the
sprayer in good working order. See that none of the nozzles are
clogged, and that they are properly adjusted at the right heights and
angles so that all parts of the plants will be thoroughly covered
with the insecticide (fig.14 & 15).",NAERLS Irrigated Pepper Production,https://naerls.gov.ng/wp-content/uploads/2022/11/Irrigated-Pepper-Production.pdf,11,official_naerls_bulletin
naerls_0107,pepper,official_extension_bulletin,pepper rate application will vary equipment size diseases classed parasitic non plants type strength material general where most common caused made traction power organisms chiefly fungi other dust litres spray per hectare needed attacking peppers few bacteria represented when hand small enough above list bacterial,"The rate of application will vary with the equipment, the size of the Diseases are classed as parasitic or non-parasitic.
plants, and the type and strength of the material. In general, where Most of the common diseases of pepper plants are caused
the application is made with traction or power equipment, 28.35kg by parasitic organisms, chiefly fungi. Other parasitic
of dust or 567.5 to 1420 litres of spray per hectare is needed. organisms attacking peppers are a few bacteria (represented
When hand equipment is used and plants are small enough to be in the above list by bacterial spot only and eelworms
treated individually, 17 to 22.68 kg of dust or 567.5 to 681.9 litres (notably the root knot nematode). Parasitic diseases must
of spray per hectare is sufficient. If emulsifiable concentrates are be controlled by the application of specific chemicals such
used, as little as 113.6litres of spray per hectare may be sufficient. as Ridomil and Dithane M45 (2-3kg/ha), Bavistin (1L/ha)
Wettable powders require good mechanical agitation to prevent as dust or sprays that will destroy the parasites or prevent
clogging of the spray nozzles. their spread.
 Virus diseases, although considered by some not to
9.0 DISEASES AND THEIR CONTROL be caused by organisms, are usually thought of as
Peppers are subject to a number of diseases that reduce both field parasitically induced. After fungi, viruses cause most of
and market value of the fruit. Disease control is one of the most the diseases in peppers. Virus disease requires a clean
 21 22",NAERLS Irrigated Pepper Production,https://naerls.gov.ng/wp-content/uploads/2022/11/Irrigated-Pepper-Production.pdf,11,official_naerls_bulletin
naerls_0108,pepper,official_extension_bulletin,pepper method handling plants cultivating them damping off paying attention insect carriers description called non parasitic diseases caused seedlings certain fungi unfavourable soil climatic conditions poor rhizoctoniasolani pythiumspp often present environment above list blossom end rot these may seed kill before they sunscald exemplify emerge,"method of handling the plants and cultivating them, and 9.1 Damping –off
paying attention to insect carriers. 9.1.1 Description
 So-called non-parasitic diseases are caused by Damping off of pepper seedlings is caused by certain fungi
unfavourable soil and climatic conditions (Poor Rhizoctoniasolani and Pythiumspp.; those often are present in the
environment). In the above list, blossom end rot and soil. These fungi may rot seed or kill the seedlings before they
sunscald exemplify diseases caused by poor environment. emerge from the soil. They also may attack the soft stems of the
The measures for control of non-parasitic disease are young seedlings after they emerge and cause water soaking and
largely good cultural methods and the use of fertile, well- shriveling of the stem at the ground level. Plants attacked in this
drained soils. Losses from many pepper disease can be way soon fall over and die. Damping off is usually most damaging
avoided by the use of: on very moist soil. Seedlings should not be over watered,
1 Clean seed protected by chemical treatment, particularly in cool, moist weather, and should be grown in rows
2 Seed bed sanitation far enough apart to allow plenty of ventilation to keep down the
3 Crop rotation humidity.
4 Fungicides, bactericides, or insecticides applied to
 the plants as sprays or dusts, generally when 9.1.2 Control
 needed. Treating pepper seed with certain fungicides to protect the
Description of some few examples of important diseases young seedlings until they emerge from the soil can reduce losses
and their control is given below. The summary of the from damping –off. This material includes preparations of such
description is presented below (Table 2). chemical as thiram. It should be used at the rate recommended by
 the manufacturers. The seed and chemical dust are placed in a tight
 container e.g. plastic Jeri can, which should not be over half of the
 container. They are then shaken together for 1 or 2 minutes. The
 excess dust is screened off and the seed is ready to plant. Damping
 –off in the seedbed (or fields) can be checked immediately after
 planting the seed by wetting the soil with a suspension of 2kg of
 captan to 455litres of water applied as a spray. This is applied at
 the rate of 4.5litres to each 11.6 square metre of soil. Ordinary
 wetting, perhaps by means of a sprinkling-can, is at the rate of
 22.7litres to 9.29 square metre. Damping–off has been very severe
 in the seedbed, it can be controlled by chemically disinfecting the
 soil of the bed.",NAERLS Irrigated Pepper Production,https://naerls.gov.ng/wp-content/uploads/2022/11/Irrigated-Pepper-Production.pdf,12,official_naerls_bulletin
naerls_0109,pepper,official_extension_bulletin,pepper description seedlings affected blue mold show pale spot leaves these spots become covered coating fungus spores undersurface very young plants may killed bed will look though had sealed older infected drop plant usually recover when weather again warm dry control controlled spraying seedbeds preparations,"9.2.1 Description
 Pepper seedlings affected by blue mold show pale spot on
the leaves. These spots become covered with a pale blue coating
of fungus spores on their undersurface. Very young plants may be
killed and the bed will look as though it had been sealed. On older
plants infected leaves drop and the plant usually recover when the
weather is again warm and dry. 9.2.2 Control
 Blue mold can be controlled by spraying the seedbeds with
preparations of ferbam or Zineb. Dusting with one of these
materials also should check the disease. If blue mold appears in
the vicinity, the seedlings should be treated before the disease
occurs in the seedbeds. 9.3 Bacterial Spot
 Bacterial spot causes severe problem to sweet peppers but
is not a serious disease of hot peppers. The disease is caused by a
bacterium, Xanthomonasvesicatortia that also causes bacterial spot
of tomatoes. The most serious injury of peppers accurs on leaves
and fruits. Stems are affected to a lesser degree.",NAERLS Irrigated Pepper Production,https://naerls.gov.ng/wp-content/uploads/2022/11/Irrigated-Pepper-Production.pdf,13,official_naerls_bulletin
naerls_0110,pepper,official_extension_bulletin,pepper description young leaves spots small yellowish green slightly raised underside leaf older first dark water soaked noticeably when few they may enlarge diameter such figure bacterial spot dead show coloured centers darkmargin very numerous brown severely spotted turn control yellow drop seedlings infected plant,"9.3.1 Description
 On young leaves the spots are small, yellowish green and
slightly raised on the underside of the leaf. On older leaves the
spots are first dark, water soaked, and not noticeably raised. When
spots are few they may enlarge to 0.3 or 0.6cm in diameter. Such Figure 18: Bacterial Spot
spots have dead, show- coloured centers with a darkmargin. When
very numerous, the spots are brown, severely spotted leaves turn 9.3.2 Control
yellow and drop. Seedlings infected in the plant bed often lose all Control of bacterial spot in the seedbed is the best way to
but the leaves at the top of the plant. Plants in the field also may prevent losses in the field. Seedlings should be grown on soil that
lose many of their leaves. has not been planted to pepper for several years. If soil must be
 On the fruit the small, blister like spots are roughly circular used in which peppers have been grown, it is safest to disinfect it
and may be 0.6cm in diameter. These spots turn brown and with a suspension of 2kg thiran or captanto 455litres of water
develop a cracked roughened, and warty appearance. applied as a spray, at the rate of 4.5litres to each11.6m2 of soil.",NAERLS Irrigated Pepper Production,https://naerls.gov.ng/wp-content/uploads/2022/11/Irrigated-Pepper-Production.pdf,13,official_naerls_bulletin
naerls_0111,pepper,official_extension_bulletin,pepper seedlings should transplanted fields where stems young thiram peppers tomatoes occurred preceding year bacterial they spot emerge cause spraying general precautions water soaking seedbeds chemicals kill fungi soil shriveling preparations plants stem ground ferbam zineb seed injurious man animals handled care level control blue,"Pepper seedlings should not be transplanted to fields where stems of the young thiram.
peppers or tomatoes occurred the preceding year. Bacterial seedlings after they
 Spot emerge and cause Spraying the
9.4 General Precautions water soaking and seedbeds with
 Chemicals that are used to kill fungi in the soil or used to shriveling of the preparations of
kill fungi or bacterial of the pepper plants, or used to kill fungi of stem at the ground ferbam or zineb
the seed, are injurious to man and animals if not handled with care. level. Plants can control blue
Therefore users should follow the precautions below. attacked in this mold. Dusting
1. Keep chemicals from getting into the mouth, eyes or nose way soon fall over with one of these
2. Do not allow the liquids to remain in contact with the skin, and die. materials also
 and wash promptly with soap and water. Pepper seedlings should check the
3. When treating a large quantity of seed with a dust or when affected by blue disease. If blue
 dusting plants in the field, wear a respiration or dust mask. mold show pale mold appears in
4. Avoid applications when there are drifting winds and avoid spot on the leaves. the vicinity, the
 the disposal of chemicals into ponds, lakes and streams These spots seedlings should
5. Clean thoroughly all vessels used in preparing a spray become covered be treated before
 solution. with a pale blue the disease
6. Keep the chemicals in a safe place out of reach of children coating of fungus occurs in the
 and pets. spores on their seedbeds.
 undersurface.
Table 2 summarizes pepper diseases, description and their control. Very young plants Control of
 may be killed and bacterial spot in
S.N. Disease Description Control the bed will look as the seedbed is
1 Damping- Damping off of Treating pepper though it had been the best way to
 off pepper seedlings is seed with certain sealed. prevent losses in
 caused by certain fungicides to the field.
 fungi protect the On young leaves Seedlings should
 Rhizoctoniasolani young seedlings the spots are small, be grown on soil
 and Pythiumspp.; until they yellowish green that has not been
 those often are emerge from the and slightly raised planted to pepper
 present in the soil. soil can reduce on the underside of for several years.
2 These fungi may losses from the leaf. On older If soil must be
 Blue rot seed or kill the damping –off. leaves the spots are used in which
 Mold seedlings before This material first dark, water peppers have
 they emerge from includes soaked, and not been grown, it is
 the soil. They also preparations of noticeably raised. safest to
3 may attack the soft such chemical as When spots are disinfect it with a
 27 28",NAERLS Irrigated Pepper Production,https://naerls.gov.ng/wp-content/uploads/2022/11/Irrigated-Pepper-Production.pdf,14,official_naerls_bulletin
naerls_0112,pepper,official_extension_bulletin,pepper few they may suspension harvested both mature green red ripe stages most enlarge thiran hot peppers drying some however diameter captan either depending whether such spots litres sold fresh canning harvesting dead show water applied usually done manually coloured centers spray darkmargin rate picking,"few they may suspension of are harvested in both the mature – green and red-ripe stages. Most
 enlarge to 0.3 or 2kg thiran or hot peppers are harvested red ripe for drying. Some however, are
 0.6cm in diameter. captan to harvested either green mature or red ripe depending on whether
 Such spots have 455litres of they are to be sold for fresh use or for canning. The harvesting is
 dead, show- water applied as usually done manually.
 coloured centers a spray, at the
 with a darkmargin. rate of 4.5litres 10.1 Picking
 When very to each 11.6m2 Peppers are generally broken from the plants with the stems
 numerous, the of soil. left attached to the fruits. For sweet peppers strong cloth picking
 spots are brown, bags, which are suspended from the shoulders of the pickers are
 severely spotted preferable to baskets or boxes. Both hands are free for rapid and
 leaves turn yellow careful removal of the fruit from the plants. Also hard picking
 and drop. containers may become rough and sandy and so cause damage to
 the peppers. Pepper fruits later carried to a central, point where
 they are graded and packed in standard baskets or put in containers
9.5 Methods of Parasitic Disease Control for delivery to market or processing plant. The red-ripe peppers are
 Non-parasitic diseases are caused by unfavorable soil or sometimes sun dried and stored in bags.
climatic conditions. The measures for their control are largely
good cultural methods and the use of fertile, well-drained soils. 11.0 CONCLUSION
Parasitic disease, however, must be controlled by use of resistant Pepper production is a profitable venture for farmers in Nigeria
varieties or other biological methods or by application of specific due to its high market value. Achievement of peppers benefit by
chemicals that will destroy the parasites or prevent their spread. farmers depends on the crop management in both nursery and
Fungicides and bactericides play a large part in reducing losses field. In addition to the climatic and soil conditions that favour
from parasitic disease pepper production farmers should be very careful to follow all the
 production requirements as stated in this Bulletin. Once the
10.0HARVEST AND PREPARATION FOR MARKET production stages are followed as described above, pepper
 Mild- fresh or sweet peppers grown for fresh use should be (Capsicum annum) is expected to yield up to 15t/ha. Pests and
harvested when they are at good marketable size (10cm long and diseases management is very essential in the production of pepper;
5cm in diameter) with dark green colour. They should be firm and therefore care should be taken to control their infection
crisp, but not so mature as to have begun losing their desirable immediately to prevent their spread.
greenness. Small young peppers are rather soft and yield readily to
mild pressure of the fingers. Although quite edible at such stage, References
they are lacking optimum quality and food value. Growers who Cook A.A., T.A. Zitter, and H.Y. Ozaki (1977). Delray Bell, A
harvest soft fruit will not be getting the potential yield from their Virus-Resistant Pepperfor Florida. Agricultural Experiment
crops. In addition, because immature peppers are more subject to Stations. Institute for Agricultural Sciences, University of
quality deterioration in the process of marketing, buyers may Florida, Gainesville. Circular S 251. P5.
discount such fruit in price. The sweet peppers grown for canning
 29 30",NAERLS Irrigated Pepper Production,https://naerls.gov.ng/wp-content/uploads/2022/11/Irrigated-Pepper-Production.pdf,15,official_naerls_bulletin
naerls_0113,pepper,official_extension_bulletin,pepper denton alason adegoro nihort years research horticultural crops development victor boswell doottle leon pultz taylor nigeria damelson roy campbell production entomology division agricultural service gez cornish tom brabben field guide irrigated agriculture assistants wallingford walter ebeling subtropical fruit pests university international programme technology california,"Denton, A.O., KD Alason, M.A. Adegoro (ed) 2000 NIHORT 25
 years of research into horticultural crops development in Victor, R. Boswell, S, P. Doottle, Leon M. Pultz, A.L. Taylor’ L.L.
 Nigeria (1975 – 2000). Damelson and Roy E. Campbell (1964), Pepper Production
 Entomology Research Division, Agricultural Research Service.
Gez Cornish and Tom Brabben (2001). Field Guide on Irrigated
 Agriculture for Field Assistants. HR Wallingford, UK and Walter Ebeling (1959). Subtropical Fruit Pests. University of
 International Programme for Technology and Research in California, Division of Agricultural Sciences. Los Angeles,
 Irrigation and Drainage (IPTRID) in Collaboration with California. P162-388.
 Department of Irrigation, Malawi. P 79-98. Greenleaf, W.H; M.H. Hollingsworth; Hubert Harris; K.H. Rymal
 (1969). Bighart-
 Improved Variety of Pimiento Pepper. Agricultural Experiment
 Station, Auburn
 University, Auburn Alabama. Leaflet 78. P7.",NAERLS Irrigated Pepper Production,https://naerls.gov.ng/wp-content/uploads/2022/11/Irrigated-Pepper-Production.pdf,16,official_naerls_bulletin
naerls_0114,pepper,official_extension_bulletin,pepper joseph aremu adigun effect period weed interference chemical control rainfall irrigated peppers capsicum spp msc agronomy thesis unpublished abu zaria lamido aliyu growth yield annum influenced levels plant density department usman inuwa shehu age seedlings nitrogen frutescent uvah alegejo bemisiabataci vector leaf curl virus,"Joseph Aremu Adigun (1984). Effect of period of weed
 interference and chemical weed control on Rainfall and
 Irrigated peppers (Capsicum spp). MSc. Agronomy thesis.
 Unpublished (ABU Zaria). Lamido Aliyu (1994). Growth and yield of pepper (Capsicum
 annum as influenced by N. and P levels and plant density Ph.
 D Agronomy thesis Unpublished(Department of Agronomy
 ABU Zaria) Usman Inuwa Shehu 1990. Effect of age of seedlings and nitrogen
 on the growth and yield of pepper (Capsicum frutescent) M.Sc.
 Agronomy thesis. Unpublished Department of Agronomy
 ABU Zaria. Uvah, I.I. and M.D. Alegejo 1988. Chemical control of
 Bemisiabataci. Vector of leaf curl virus on pepper. Terminal
 report to the horticultural crops programme Research
 Review Committee. Institute for Agricultural Research,
 Ahmadu Bello University
 Zaria
 31 32",NAERLS Irrigated Pepper Production,https://naerls.gov.ng/wp-content/uploads/2022/11/Irrigated-Pepper-Production.pdf,16,official_naerls_bulletin
naerls_0115,onion,official_extension_bulletin,onion table acknowledgement introduction irrigated production crop management soil type cultural practices land preparation climatic requirements day length requirement direct seedling method nursery beds field planting transplanting dates fertilizer recommendation application weed control pests diseases yellow dwarf measures harvesting processing national agricultural extension research curing,"Table………………………………………………………. 2
 Acknowledgement…………………………………………. 3
 Introduction............................................................................ 4
IRRIGATED ONION PRODUCTION AND The Crop Onion...................................................................... 5
 MANAGEMENT Soil type.................................................................................. 5
 Cultural practices for onion production……………………. 5
 Land preparation…………………………………………… 5
 Climatic Requirements........................................................... 5
 Day length Requirement......................................................... 6
 The direct seedling method .................................................... 6
 Preparation of Nursery Beds................................................... 6
 Field Planting........................................................................ 6
 Transplanting....................................................................... 7
 Planting Dates........................................................................ 7
 Fertilizer Recommendation.................................................. 7
 Fertilizer Application............................................................ 7
 Weed Control........................................................................ 7
 Pests and Diseases and their Control....................................... 8
 Control.................................................................................. 10
 Diseases.................................................................................. 10
 Yellow Dwarf......................................................................... 10
 Control Measures................................................................... 11
 Harvesting and Processing..................................................... 11
 National Agricultural Extension and Research Curing.................................................................................... 11
 Liaison Services, Yield........................................................................... ............ 12
 Ahmadu Bello University, Summary................................................................................. 13
 P.M.B 1067 Samaru Zaria, Nigeria Reference................................................................................ 14",NAERLS Irrigated Onion Production and Management,https://naerls.gov.ng/wp-content/uploads/2022/11/Irrigated-Onion-Production-And-Management.pdf,1,official_naerls_bulletin
naerls_0116,onion,official_extension_bulletin,onion acknowledgement introduction allium cepa vegetable crop grown almost all over world mainly bulb which every home daily rarely sole dish large quantities main lies flavouring seasoning wide naerls wishes acknowledge financial support katsina variety dishes popularity due aromatic volatile oil state government fao production,"Acknowledgement 1. Introduction
 Onion (Allium cepa) is a vegetable crop grown almost all over the
 world. It is grown mainly for its bulb, which is used in every
 home, almost daily. It is rarely used as a sole dish or in large
 quantities. Its main use lies in flavouring and seasoning of a wide
NAERLS wishes to acknowledge the financial support of Katsina
 variety of dishes. Its popularity is due to its aromatic, volatile oil,
State Government and FAO for the production of this bulletin. The the allyl-prophl sulphide which imports a cherished flavour to food.
bulletin has been updated with current information on Onion As a constituent of a meal, both the green leaves and bulbs can be
 eaten raw, cooked or flood, or in soups and salads. Onion also has
Production and Management under Irrigation. Production and value an important role as a medicinal herb in many communities, and is
addition of these perishable crops are of great importance to the well- claimed to minimize high blood pressure and other heart diseases
 due to its favourable action on the elasticity of blood vessels. As an
being of our farmers. item of world trade, onion ranks second in importance after
 tomatoes among the vegetables. In 1987, the total world export
 production amounted to over 2.0 million metric tones and worth
Authors: over 299 million US dollars. World production of onion has
 increased steadily from about 11 million metric tones produced on
B. M. Sani, M.M Jaliya and A.A. Yakub an area of nearly 0.9 million hectare in 1969 to over 25 million metric
 tones produced on an area of above 1.7 million hectares in 1987.
 These figures represent and percent increases in total production
Revised January, 2016 and at as respectively.",NAERLS Irrigated Onion Production and Management,https://naerls.gov.ng/wp-content/uploads/2022/11/Irrigated-Onion-Production-And-Management.pdf,2,official_naerls_bulletin
naerls_0117,onion,official_extension_bulletin,onion grown widely during wet dry seasons however yields much higher season because fewer incidences pests diseases prices tend oxalate before harvest begins due largely inability farmers store highly perishable crop production increase provision irrigation facilities all over country although nigeria long time yield still,"Onion is grown widely during the wet and dry seasons. However
 yields are much higher during the dry season because of fewer
 incidences of pests and diseases. Prices of onion tend to oxalate
 during the dry season before harvest begins, due largely to the
 inability of the farmers to store the highly perishable crop. Dry
 season production of onion is on the increase due to the
 provision of more irrigation facilities. All over the country.
 Although onion has been grown in Nigeria for a long time, the yield is
 still low compared to other regions of the world. The reason for this sis
 because improved production practices based on research findings have
 not been made available to the generality of farmers. This bulletin aims",NAERLS Irrigated Onion Production and Management,https://naerls.gov.ng/wp-content/uploads/2022/11/Irrigated-Onion-Production-And-Management.pdf,2,official_naerls_bulletin
naerls_0118,onion,official_extension_bulletin,onion therefore present research recommendations enable attainment improved yields day length requirement onions grown tropical regions often referred short crop cultivars does mean these physiologically allium cepa belongs family alliaceous plants term which diluted seedbed where irrigation available water stage should applied every two days,"therefore to present the research recommendations to enable the attainment
of improved yields. Day length Requirement
 The onions grown in tropical regions are often referred to as short day
2. The Crop cultivars. This does not mean that these onions are physiologically short
Onion (Allium cepa) belongs to the family Alliaceous. Onions are day plants, a term which has a diluted in a seedbed where irrigation is
 available. Water at this stage should be applied every two days until the
naturally packed vegetables consisting of fleshy connective scales, which
 bulbils appear. Mature bulbils called setts are separated and planted in the
are enclosed, in paper like wrapping leaves. The stem from which the field during the dry season. The number of setts produced depends on the
roots arise is very short. Leaves are produced from the apical moisten. variety and size of the bulb. A good size bulb of the variety Wuyan Bijini
The bulb, for which the crop is grown, is formed different and specific will give 15-20 setts.
meaning. They are still physiologically long day plants but ones, which
respond to days, which are short. Short day cultivars can initiate and b) The direct seedling method
form bulbs under photoperiods of thirteen hours or less. Onions therefore This method of planting is the lowest popular employed by farmers.
could be classified as short day or day neutral. The onion seeds are not planted straight into the field. The seeds are first
 grown in the nursery and the seedlings later transplanted into the field.
Soil type
Onion can grow on most soil types. However, well-drained medium Preparation of Nursery Beds
textured soils with PH 6-7 are particularly good for the crop. Flat land For good germination in the nursery, a well-tilled seedbed with a fine
enhances good yield. loose surface is necessary. The seedbed should be moist fowl dropping and
 compost are worked into the seedbed before sowing.
Cultural Practices for Onion Production
 After preparing the seedbed, mark it out in rows, which should be about
 10Land Preparation
 15cm apart in a 120 cm wide seedbed. Then a groove of about 12mm
This depends on the particular area where onion is grown. For general depth is made along each row. The seeds can now be sown in either of two
purposes however, ploughing and harrowing the land to prepare a good ways. The first method is to mix the seeds with an equal amount of fine
and flat seedbed is necessary. The dry season onion is normally grown in sand. The mixture of sand and seed is then evenly spread in the groove.
basins under favourable conditions of day length and temperature when The second method is to first spread the sand into the groove. The seeds
the plant has reached a certain stage of growth. Pollination is usually by are then spread evenly over the sand in the groove.
insects.
 After sowing the seed, the groove is lightly covered with soil. The
 seedbed should be cover with light mulch and watered once or twice a
Climatic Requirements (Temperature requirements)
 week. After germination, the mulch is removed. Hand weeding and
The temperature requirement for the crop is between 15oC –25oC. Trials
 watering should continue until the seedlings are 6-8 weeks old when they
have shown that growing onion in warmer weather leads to bulb
 should be ready for transplanting.
retardation. Low atmospheric humidity, and clear bright days are also
necessary to ensure insect activity for pollination. Vitalization (initiation
of flowering due to extended exposure to low temperature) is required for Field Planting
flowering in onions. The lower the temperature, the shorter the The land for transplanting should be well prepared and
 leveled.
vitalizations temperature is necessary.",NAERLS Irrigated Onion Production and Management,https://naerls.gov.ng/wp-content/uploads/2022/11/Irrigated-Onion-Production-And-Management.pdf,3,official_naerls_bulletin
naerls_0119,onion,official_extension_bulletin,onion transplanting addition good drainage very important onions badly seedlings should transplanted field six eight weeks sowing affected water logged conditions nursery when spread roots carefully natural position before pressing soil around plant pests diseases control insect planting dates common affect thrips tabaci dry season,"Transplanting In addition, good drainage is also very important as onions are badly
 Seedlings should be transplanted to the field six-eight weeks after sowing
 affected by water-logged conditions.
 in the nursery. When transplanting, spread the roots carefully in the
 natural position before pressing the soil around the plant.
 Pests and Diseases and their Control a) Insect Pests
 Planting Dates The common insect pests that affect onions are thrips (Thrips tabaci
 The planting dates for the dry season crop is between October – January. Lind), onion maggot (Hylemya antiqua Meig), and sea corn maggot
 The seeds are sown in seedbeds in October to January. (Hylemya cilicrura (Rondani) salt marsh caterpillar (Estigmene acred
 Drurn), wireworms of the genus limonius, cutworms of the family
Fertilizer Recommendation Noctuidapea leaf miner (Liriomiza langei Frick) and several species of
 Onion requires good fertilizer application. Generally, any mites.
fertilizer application should be based on soil test. The amount of
nutrients required to onion production varies from location to location
depending on the inherent soil fertility. For general purposes however, a i) Crickets
fertilizer rate of 65 kg N/ha – These are pests of onion that causes serious damage to an onion crop,
40kg p/ha and 45kg k/ha, that is about 6 bags of NPK 15:15:15 and 1 and half bag of urea particularly at the beginning of the season, both in the nursery beds and
commended. after transplanting in the field.",NAERLS Irrigated Onion Production and Management,https://naerls.gov.ng/wp-content/uploads/2022/11/Irrigated-Onion-Production-And-Management.pdf,4,official_naerls_bulletin
naerls_0120,onion,official_extension_bulletin,onion fertilizer application moth prodenia litura fertilizers applied four weeks transplanting apply larvae eat leaves sometimes serious recommended close iii thrips tabaci lind weed control both adult cause damage they feed first step effective good land preparation sensitive competition during early growth stage crop contents,"Fertilizer Application ii) Moth (Prodenia litura)
 Fertilizers can be applied four weeks after transplanting, apply the The larvae of the moth eat the leaves of onion and can sometimes be serious.
 recommended close.
 iii) Thrips (Thrips tabaci Lind)
Weed Control
 Both the larvae and adult thrips cause damage. They feed on the
The first step to effective weed control is good land preparation. Onion
is sensitive to weed competition during the early growth stage of the crop. contents if leaf epidermal cell, which then become air filled to give a
Care should be taken during the weeding both in the nursery and field to silvery appearance. Infested leaves of older plants may become distorted
avoid destroying the seedlings. The common and preferred method is while younger onion plants may be killed.
hand weeding. The use of herbicides is not very widespread. Iv) Onion Maggot (Hylemya antiqua Meig)
 This is a light greenish-gray fly. It feeds upon onion plants of all ages,
 As most of onion production is carried out during the dry season, the from young seedlings to mature bulbs.
 water management of the crop is therefore very important. Onion is
 comparatively sensitive to water stress, and it growth can be inhibited v) Seed-corn Maggot (Hylemya Cilicrura Ronae.
 well before the leaves wilt visibly from high temperature or drying weeds. This attacks the onion plant at the germinating seed stage and the very
 For irrigation purposes, the amount of moisture needed by the plant is young seed. It can be classified as a nurse pest.
 about 350-550mm. The irrigation frequency is between 5-7 days and the
 number of irrigation per growing season is about 15-20 times.",NAERLS Irrigated Onion Production and Management,https://naerls.gov.ng/wp-content/uploads/2022/11/Irrigated-Onion-Production-And-Management.pdf,4,official_naerls_bulletin
